land_size_sqm,house_size_sqm,no_of_rooms,no_of_bathrooms,large_living_room,parking_space,front_garden,swimming_pool,distance_to_school,wall_fence,house_age,water_front,distance_to_supermarket,crime_rate_index,room_size,property_value
229 sqm,217 sqm,3,2,Yes,Yes,Yes,No,2.8km,No,11 Years,No,5.9 km,0.27,extra_large,163507
200 sqm,170 sqm,4,2,Yes,Yes,Yes,Yes,3.3km,Yes,6 Years,No,0.9 km,5.21,medium,183783
248 sqm,233 sqm,4,5,No,Yes,Yes,Yes,5.8km,Yes,5 Years,No,3.4 km,0.35,medium,221262
237 sqm,237 sqm,5,3,Yes,Yes,Yes,Yes,6.6km,Yes,4 Years,No,2.9 km,1.73,large,209699
275 sqm,243 sqm,5,4,Yes,Yes,Yes,Yes,2.2km,Yes,15 Years,Yes,4.2 km,3.83,extra_large,263123
218 sqm,193 sqm,3,3,Yes,Yes,No,No,3.6km,No,7 Years,No,6.3 km,0.78,large,160106
220 sqm,218 sqm,4,2,Yes,Yes,Yes,Yes,1.6km,Yes,14 Years,No,5.8 km,4.55,medium,175105
310 sqm,274 sqm,4,4,Yes,Yes,Yes,Yes,5.1km,Yes,21 Years,No,2.3 km,4.24,extra_large,234437
280 sqm,251 sqm,5,5,Yes,Yes,Yes,Yes,3.9km,Yes,6 Years,No,5.2 km,1.30,extra_large,244652
434 sqm,418 sqm,7,8,Yes,Yes,Yes,Yes,1.4km,Yes,16 Years,No,4.5 km,5.61,large,348477
120 sqm,118 sqm,1,2,No,No,Yes,No,4.4km,No,2 Years,No,0.2 km,2.58,extra_large,82968
286 sqm,283 sqm,5,2,Yes,Yes,Yes,Yes,2.7km,Yes,20 Years,No,5.7 km,4.56,extra_large,221257
239 sqm,215 sqm,3,2,Yes,No,Yes,No,6.3km,No,19 Years,No,4.7 km,4.31,large,148482
304 sqm,267 sqm,4,5,Yes,Yes,Yes,Yes,3.9km,No,6 Years,No,1.5 km,0.15,medium,248755
318 sqm,295 sqm,6,6,Yes,Yes,Yes,Yes,6.5km,Yes,4 Years,No,6.1 km,3.90,large,262879
188 sqm,187 sqm,3,3,No,No,Yes,No,5.7km,Yes,7 Years,No,1.7 km,3.23,medium,137151
150 sqm,147 sqm,2,2,No,No,Yes,No,2.6km,No,6 Years,No,6.1 km,1.69,large,106366
211 sqm,205 sqm,3,4,No,No,No,No,0.3km,No,18 Years,No,4.8 km,1.90,extra_large,151355
214 sqm,209 sqm,3,4,No,No,Yes,No,5.6km,Yes,21 Years,No,5.6 km,5.20,extra_large,138180
544 sqm,516 sqm,8,5,Yes,Yes,Yes,Yes,6.2km,Yes,12 Years,No,2.3 km,3.56,extra_large,412486
231 sqm,231 sqm,3,2,No,No,Yes,No,0.7km,Yes,16 Years,No,2.7 km,0.31,large,188486
355 sqm,316 sqm,5,4,Yes,Yes,Yes,Yes,3.5km,Yes,14 Years,No,5.3 km,1.68,extra_large,295436
112 sqm,112 sqm,1,1,No,No,No,Yes,1.2km,No,14 Years,No,5.5 km,2.36,extra_large,86655
246 sqm,216 sqm,5,4,Yes,Yes,No,Yes,5.6km,Yes,7 Years,No,4.6 km,1.47,large,207164
142 sqm,126 sqm,1,2,Yes,Yes,No,No,6.9km,No,6 Years,No,0.7 km,0.68,small,106733
231 sqm,218 sqm,4,5,Yes,Yes,Yes,Yes,1.4km,Yes,1 Years,No,1.7 km,3.06,large,221591
236 sqm,221 sqm,4,2,Yes,Yes,Yes,Yes,1.3km,Yes,11 Years,No,6.9 km,2.45,medium,206856
321 sqm,283 sqm,5,5,Yes,Yes,Yes,Yes,1.7km,Yes,12 Years,No,3.8 km,2.14,large,286439
315 sqm,270 sqm,5,4,No,Yes,Yes,Yes,0.9km,Yes,5 Years,No,5.5 km,3.75,large,279062
326 sqm,307 sqm,5,4,Yes,Yes,Yes,Yes,0.7km,Yes,12 Years,No,6.2 km,3.39,extra_large,268161
245 sqm,222 sqm,4,3,Yes,Yes,Yes,Yes,3.8km,Yes,6 Years,No,4.7 km,0.39,large,235129
261 sqm,226 sqm,5,2,Yes,Yes,Yes,Yes,5.4km,Yes,9 Years,No,6.5 km,1.41,large,236331
125 sqm,125 sqm,1,1,No,No,No,No,1.2km,No,5 Years,No,0.4 km,3.79,medium,89520
270 sqm,265 sqm,4,4,Yes,No,Yes,No,0.8km,Yes,16 Years,No,0.6 km,1.96,medium,222124
155 sqm,138 sqm,3,4,No,No,Yes,No,5.6km,Yes,7 Years,No,6.8 km,5.09,medium,102787
287 sqm,273 sqm,5,3,Yes,Yes,Yes,No,0.4km,Yes,21 Years,No,4.2 km,0.08,large,245796
243 sqm,221 sqm,4,4,No,Yes,Yes,Yes,1.3km,Yes,13 Years,No,1.9 km,3.44,medium,210584
286 sqm,276 sqm,5,2,Yes,Yes,Yes,Yes,5.9km,Yes,9 Years,No,3.1 km,0.69,extra_large,240682
171 sqm,162 sqm,3,2,Yes,Yes,Yes,No,2.5km,Yes,20 Years,No,3.1 km,2.52,large,133793
425 sqm,364 sqm,7,8,Yes,Yes,Yes,Yes,3.6km,Yes,1 Years,No,5.9 km,0.56,large,368437
572 sqm,556 sqm,8,9,No,Yes,Yes,Yes,5.3km,Yes,13 Years,No,6.2 km,4.74,extra_large,421941
219 sqm,195 sqm,3,4,Yes,Yes,No,No,6.7km,Yes,7 Years,No,4.3 km,4.86,large,155933
121 sqm,106 sqm,2,1,No,Yes,Yes,No,2.3km,No,12 Years,No,2.4 km,0.85,large,108335
267 sqm,233 sqm,5,3,Yes,Yes,Yes,No,2.7km,Yes,12 Years,No,1.2 km,2.05,large,227275
134 sqm,122 sqm,2,1,No,Yes,No,No,2.4km,No,22 Years,No,6.2 km,3.82,medium,79225
208 sqm,206 sqm,3,1,Yes,No,No,No,0.6km,No,5 Years,No,4.1 km,3.64,large,142931
224 sqm,222 sqm,4,5,Yes,No,Yes,Yes,3.3km,Yes,14 Years,No,6.1 km,3.78,large,178037
212 sqm,189 sqm,4,3,Yes,Yes,Yes,Yes,3.3km,Yes,21 Years,No,6.5 km,4.42,medium,172341
280 sqm,264 sqm,5,2,Yes,Yes,Yes,Yes,5.8km,No,14 Years,No,1.9 km,3.96,extra_large,198286
549 sqm,468 sqm,7,6,Yes,Yes,Yes,Yes,1.9km,Yes,16 Years,No,5.3 km,1.49,extra_large,444330
176 sqm,151 sqm,3,3,Yes,No,No,Yes,1.7km,Yes,3 Years,No,0.7 km,5.88,extra_large,145455
231 sqm,209 sqm,4,3,Yes,Yes,Yes,No,1.9km,Yes,21 Years,No,3.5 km,0.96,extra_large,192079
281 sqm,243 sqm,5,5,Yes,Yes,Yes,Yes,6.1km,No,15 Years,No,1.9 km,2.28,large,217575
145 sqm,141 sqm,2,3,No,No,Yes,No,0.9km,No,11 Years,No,2.9 km,1.40,large,114734
191 sqm,163 sqm,3,2,Yes,Yes,No,No,2.9km,Yes,14 Years,No,0.1 km,4.39,medium,147290
221 sqm,215 sqm,4,4,Yes,Yes,Yes,Yes,2.9km,Yes,9 Years,No,3.6 km,4.39,large,179520
151 sqm,139 sqm,3,1,No,Yes,No,No,5.9km,No,17 Years,Yes,2.3 km,0.43,extra_large,120904
177 sqm,172 sqm,2,2,Yes,No,Yes,No,1.7km,No,21 Years,No,1.8 km,1.55,medium,126172
220 sqm,198 sqm,4,2,Yes,Yes,Yes,No,1.4km,No,16 Years,Yes,3.9 km,0.63,large,198290
212 sqm,210 sqm,3,3,Yes,No,Yes,No,6.6km,No,11 Years,No,6.8 km,4.38,large,119991
250 sqm,226 sqm,4,2,Yes,Yes,Yes,Yes,6.2km,Yes,5 Years,No,5.7 km,2.86,medium,208385
120 sqm,113 sqm,2,2,No,Yes,No,Yes,2.8km,No,18 Years,No,5.1 km,3.03,large,102555
227 sqm,221 sqm,3,3,Yes,Yes,Yes,No,4.8km,Yes,9 Years,No,0.2 km,2.22,large,189344
128 sqm,122 sqm,1,2,Yes,Yes,No,No,4.4km,No,4 Years,No,5.6 km,0.73,extra_large,97665
206 sqm,193 sqm,3,4,Yes,Yes,Yes,No,0.2km,No,19 Years,No,5.9 km,5.47,medium,145184
131 sqm,125 sqm,2,3,No,Yes,Yes,No,4.4km,No,3 Years,No,5.2 km,2.12,large,93382
294 sqm,253 sqm,4,2,Yes,Yes,Yes,Yes,0.2km,No,19 Years,No,6.6 km,2.09,extra_large,235133
122 sqm,120 sqm,2,3,No,No,No,No,3.7km,No,1 Years,No,6.6 km,3.88,large,74034
134 sqm,119 sqm,2,1,No,Yes,No,No,2.3km,No,6 Years,No,3.1 km,0.54,medium,102144
210 sqm,183 sqm,4,2,Yes,Yes,No,Yes,0.6km,No,17 Years,No,0.6 km,0.60,large,187831
297 sqm,270 sqm,5,2,Yes,Yes,Yes,Yes,3.8km,Yes,19 Years,No,0.1 km,1.16,large,271801
328 sqm,291 sqm,5,2,Yes,Yes,Yes,Yes,3.3km,Yes,11 Years,No,4.8 km,4.05,extra_large,273187
347 sqm,313 sqm,6,5,Yes,No,No,Yes,5.6km,Yes,3 Years,No,3.8 km,1.11,large,289183
499 sqm,493 sqm,7,6,Yes,Yes,Yes,Yes,5.1km,Yes,7 Years,No,3.7 km,0.70,large,433051
136 sqm,134 sqm,1,2,No,No,No,No,5.7km,No,17 Years,No,2.4 km,1.14,small,81352
180 sqm,180 sqm,3,4,Yes,No,No,No,0.4km,Yes,10 Years,No,2.3 km,2.94,extra_large,147526
216 sqm,189 sqm,4,2,Yes,Yes,Yes,Yes,1.5km,Yes,1 Years,No,5.4 km,5.59,medium,190539
145 sqm,127 sqm,1,1,No,No,No,No,0.5km,Yes,5 Years,No,3.8 km,0.44,extra_large,123899
536 sqm,527 sqm,7,5,Yes,Yes,Yes,Yes,1.7km,Yes,15 Years,No,3.1 km,5.91,large,420674
356 sqm,306 sqm,5,4,Yes,Yes,Yes,Yes,5.2km,Yes,2 Years,No,2.1 km,0.69,large,328901
119 sqm,110 sqm,1,1,Yes,Yes,No,No,2.4km,No,15 Years,No,2.9 km,2.52,medium,82972
172 sqm,166 sqm,2,2,Yes,Yes,No,Yes,1.3km,No,15 Years,No,2.3 km,1.05,large,148644
145 sqm,132 sqm,2,3,No,Yes,No,No,4.9km,No,1 Years,No,0.8 km,0.99,medium,111962
256 sqm,230 sqm,5,5,Yes,Yes,Yes,Yes,6.8km,Yes,3 Years,No,5.3 km,5.64,extra_large,197002
562 sqm,519 sqm,7,6,Yes,Yes,Yes,Yes,0.8km,Yes,14 Years,No,0.7 km,1.41,large,485099
171 sqm,161 sqm,2,2,No,No,No,No,0.2km,No,21 Years,No,1.2 km,0.44,medium,128772
132 sqm,130 sqm,1,2,Yes,No,No,No,1.9km,No,11 Years,No,4.7 km,1.83,large,97605
178 sqm,163 sqm,3,2,Yes,No,Yes,No,0.2km,No,7 Years,No,5.8 km,2.84,large,147141
222 sqm,189 sqm,3,1,No,Yes,No,Yes,0.3km,Yes,11 Years,No,0.9 km,2.88,extra_large,198288
228 sqm,217 sqm,4,5,Yes,Yes,Yes,Yes,6.6km,No,6 Years,No,0.8 km,3.85,medium,180291
245 sqm,212 sqm,4,2,Yes,Yes,Yes,Yes,6.3km,Yes,15 Years,No,2.5 km,3.69,extra_large,200361
250 sqm,238 sqm,4,3,Yes,Yes,Yes,Yes,2.8km,Yes,5 Years,No,5.5 km,5.36,medium,196842
401 sqm,375 sqm,7,4,Yes,Yes,Yes,Yes,6.7km,Yes,14 Years,No,3.9 km,4.51,large,325752
309 sqm,309 sqm,5,4,Yes,Yes,Yes,Yes,5.6km,Yes,13 Years,No,4.1 km,5.30,large,235166
110 sqm,100 sqm,1,1,No,Yes,No,No,3.4km,No,7 Years,No,3.9 km,4.37,extra_large,66521
292 sqm,278 sqm,5,3,Yes,Yes,Yes,No,3.8km,Yes,2 Years,No,1.7 km,0.80,extra_large,240994
242 sqm,215 sqm,4,4,Yes,Yes,Yes,Yes,5.6km,Yes,9 Years,No,4.1 km,2.56,large,207456
601 sqm,511 sqm,8,6,Yes,Yes,Yes,Yes,3.5km,Yes,13 Years,No,1.2 km,5.18,large,481802
190 sqm,187 sqm,3,1,No,No,Yes,No,2.6km,No,17 Years,No,4.2 km,2.12,extra_large,119151
246 sqm,239 sqm,4,2,Yes,Yes,Yes,Yes,1.7km,Yes,6 Years,No,3.5 km,4.91,large,216358
210 sqm,184 sqm,3,2,No,Yes,No,No,4.3km,Yes,5 Years,No,4.4 km,5.21,medium,148592
153 sqm,143 sqm,2,3,No,No,No,No,0.9km,Yes,8 Years,No,6.1 km,1.90,large,123529
127 sqm,115 sqm,2,2,Yes,Yes,No,No,3.8km,No,12 Years,No,3.2 km,4.14,medium,82209
166 sqm,145 sqm,3,4,Yes,Yes,No,Yes,1.7km,No,2 Years,No,2.3 km,4.68,extra_large,126866
305 sqm,278 sqm,4,5,Yes,Yes,Yes,Yes,5.2km,Yes,3 Years,No,3.6 km,0.50,extra_large,265178
149 sqm,131 sqm,2,2,No,Yes,Yes,No,1.9km,No,12 Years,No,5.5 km,2.75,large,119781
213 sqm,202 sqm,4,4,Yes,Yes,Yes,Yes,5.3km,Yes,6 Years,No,3.1 km,1.15,extra_large,193498
327 sqm,295 sqm,6,4,Yes,Yes,Yes,Yes,6.8km,Yes,15 Years,No,4.1 km,3.37,large,262474
442 sqm,385 sqm,6,4,Yes,Yes,Yes,Yes,5.4km,Yes,9 Years,No,5.8 km,1.83,extra_large,360224
390 sqm,362 sqm,6,5,Yes,Yes,Yes,Yes,4.7km,Yes,8 Years,No,3.5 km,3.59,extra_large,312330
252 sqm,241 sqm,4,5,Yes,Yes,Yes,Yes,6.3km,Yes,9 Years,No,0.3 km,5.27,extra_large,201107
229 sqm,226 sqm,4,4,Yes,Yes,Yes,Yes,6.9km,No,19 Years,No,2.9 km,0.87,medium,173110
306 sqm,280 sqm,4,3,Yes,Yes,Yes,Yes,6.7km,No,13 Years,No,6.7 km,4.73,large,220451
126 sqm,125 sqm,1,2,No,No,No,No,1.6km,No,14 Years,No,2.1 km,3.59,large,79511
215 sqm,211 sqm,3,1,Yes,No,No,No,0.8km,Yes,9 Years,No,1.3 km,3.06,large,171910
424 sqm,372 sqm,6,7,Yes,Yes,Yes,Yes,6.1km,Yes,12 Years,No,6.9 km,4.96,extra_large,321398
209 sqm,203 sqm,3,3,Yes,No,No,Yes,6.6km,No,19 Years,No,3.1 km,3.91,large,146158
179 sqm,174 sqm,3,1,No,No,No,Yes,5.8km,Yes,21 Years,No,6.3 km,1.79,medium,139217
336 sqm,326 sqm,5,3,Yes,Yes,Yes,Yes,0.4km,Yes,20 Years,No,5.5 km,4.78,extra_large,267165
140 sqm,131 sqm,1,1,Yes,Yes,No,No,3.7km,No,21 Years,No,5.9 km,2.82,small,88173
151 sqm,151 sqm,3,3,Yes,No,Yes,No,2.2km,Yes,16 Years,No,6.7 km,4.88,medium,98756
215 sqm,199 sqm,4,5,Yes,Yes,Yes,Yes,5.3km,No,8 Years,No,0.6 km,5.62,medium,158572
293 sqm,276 sqm,5,3,Yes,Yes,Yes,Yes,4.3km,Yes,5 Years,No,3.5 km,5.90,extra_large,229259
328 sqm,325 sqm,5,4,Yes,Yes,Yes,Yes,5.4km,Yes,13 Years,Yes,2.4 km,0.95,large,313875
261 sqm,252 sqm,4,3,Yes,Yes,No,Yes,0.3km,Yes,15 Years,No,3.5 km,3.30,extra_large,213354
154 sqm,151 sqm,2,1,No,No,Yes,No,2.1km,No,3 Years,No,1.8 km,4.52,large,101158
212 sqm,208 sqm,3,2,No,No,Yes,No,1.7km,Yes,10 Years,No,5.8 km,1.64,extra_large,165277
270 sqm,238 sqm,5,2,Yes,Yes,Yes,Yes,5.5km,Yes,18 Years,No,6.3 km,0.72,extra_large,223777
109 sqm,95 sqm,1,1,Yes,No,No,No,2.9km,No,17 Years,No,6.9 km,4.94,medium,57044
155 sqm,132 sqm,2,3,No,Yes,No,Yes,6.7km,No,13 Years,Yes,1.1 km,1.11,large,140744
216 sqm,197 sqm,4,2,Yes,Yes,Yes,Yes,4.4km,No,2 Years,No,1.2 km,1.63,large,186713
116 sqm,111 sqm,1,2,Yes,No,No,No,2.9km,No,18 Years,No,2.4 km,1.26,large,82136
185 sqm,169 sqm,3,3,Yes,Yes,Yes,No,1.5km,No,11 Years,No,2.2 km,4.36,extra_large,129389
578 sqm,499 sqm,7,6,No,Yes,Yes,Yes,2.3km,Yes,5 Years,No,4.4 km,2.10,large,469156
130 sqm,117 sqm,2,3,Yes,Yes,No,No,2.5km,Yes,12 Years,No,0.2 km,1.23,medium,116245
302 sqm,260 sqm,5,3,Yes,Yes,Yes,Yes,4.3km,No,9 Years,No,2.4 km,3.16,large,224795
283 sqm,264 sqm,5,5,Yes,Yes,Yes,No,0.3km,Yes,9 Years,No,1.4 km,4.58,extra_large,226978
109 sqm,98 sqm,1,1,Yes,Yes,No,No,2.8km,No,22 Years,No,3.2 km,1.54,medium,77721
130 sqm,112 sqm,1,1,No,Yes,No,No,6.1km,No,9 Years,No,1.1 km,5.69,large,69406
139 sqm,139 sqm,2,2,Yes,No,No,Yes,5.1km,Yes,2 Years,No,3.3 km,2.15,medium,121103
195 sqm,169 sqm,4,3,No,Yes,Yes,Yes,2.9km,Yes,12 Years,No,4.1 km,2.82,medium,173035
595 sqm,556 sqm,7,7,Yes,Yes,Yes,Yes,1.1km,Yes,10 Years,Yes,2.7 km,3.46,large,555334
245 sqm,220 sqm,4,4,Yes,Yes,Yes,Yes,6.3km,Yes,10 Years,No,2.7 km,5.52,extra_large,195496
310 sqm,303 sqm,4,4,Yes,Yes,Yes,No,0.2km,Yes,8 Years,No,1.5 km,1.89,extra_large,254034
189 sqm,181 sqm,2,1,No,No,No,Yes,3.4km,No,4 Years,No,5.3 km,3.41,large,136343
175 sqm,168 sqm,3,3,Yes,Yes,No,Yes,1.6km,No,22 Years,No,6.2 km,1.49,extra_large,136665
303 sqm,268 sqm,4,4,No,Yes,Yes,Yes,3.8km,Yes,5 Years,No,0.8 km,0.22,large,281958
264 sqm,236 sqm,4,3,Yes,Yes,Yes,Yes,3.7km,Yes,2 Years,No,1.1 km,5.60,extra_large,222586
228 sqm,205 sqm,3,2,No,Yes,No,No,3.9km,Yes,6 Years,No,4.3 km,5.97,extra_large,141908
312 sqm,282 sqm,5,2,Yes,Yes,Yes,No,2.2km,Yes,15 Years,No,3.1 km,2.76,extra_large,234647
268 sqm,251 sqm,5,2,Yes,Yes,Yes,Yes,2.4km,Yes,13 Years,No,2.8 km,0.12,extra_large,229880
237 sqm,215 sqm,3,4,Yes,Yes,No,Yes,0.4km,No,7 Years,No,5.7 km,5.96,medium,177445
233 sqm,223 sqm,5,4,Yes,Yes,Yes,Yes,0.2km,Yes,7 Years,No,5.5 km,3.46,large,220054
146 sqm,127 sqm,1,2,Yes,No,No,No,4.5km,No,13 Years,No,6.8 km,0.98,large,96471
208 sqm,188 sqm,4,3,Yes,Yes,Yes,No,6.8km,Yes,18 Years,Yes,0.9 km,1.04,large,201859
256 sqm,223 sqm,4,3,Yes,Yes,No,No,5.3km,Yes,19 Years,No,2.6 km,2.66,medium,180502
247 sqm,212 sqm,5,4,Yes,Yes,Yes,Yes,1.3km,Yes,2 Years,No,4.7 km,3.71,extra_large,220485
235 sqm,233 sqm,3,4,Yes,No,No,Yes,5.8km,No,22 Years,No,1.1 km,0.86,medium,173190
118 sqm,103 sqm,1,1,Yes,Yes,No,No,0.6km,No,19 Years,No,6.6 km,1.42,large,95427
156 sqm,136 sqm,3,3,No,No,No,No,2.4km,No,7 Years,No,6.2 km,5.39,medium,83131
234 sqm,220 sqm,3,1,No,No,No,Yes,5.1km,Yes,21 Years,No,0.9 km,2.50,large,187574
181 sqm,163 sqm,3,3,No,Yes,No,Yes,6.3km,Yes,22 Years,No,2.8 km,0.65,extra_large,151234
345 sqm,341 sqm,6,4,Yes,Yes,Yes,Yes,1.4km,Yes,6 Years,No,2.7 km,3.34,extra_large,282885
225 sqm,209 sqm,3,4,No,No,No,No,1.7km,No,13 Years,No,2.4 km,0.30,extra_large,154152
519 sqm,444 sqm,7,4,Yes,Yes,Yes,Yes,1.9km,Yes,9 Years,No,1.9 km,2.78,extra_large,419080
106 sqm,92 sqm,1,1,No,Yes,No,No,4.5km,No,4 Years,No,3.4 km,2.54,medium,73772
359 sqm,314 sqm,5,5,Yes,Yes,Yes,Yes,0.5km,Yes,1 Years,No,1.9 km,0.19,large,334511
308 sqm,292 sqm,4,5,Yes,Yes,No,Yes,4.9km,Yes,17 Years,No,5.7 km,5.01,large,247208
293 sqm,267 sqm,4,4,Yes,Yes,Yes,Yes,4.5km,No,10 Years,No,0.9 km,3.63,extra_large,214469
273 sqm,256 sqm,4,5,No,Yes,Yes,Yes,0.7km,No,4 Years,No,1.5 km,2.39,medium,222355
219 sqm,208 sqm,4,4,Yes,Yes,Yes,No,5.3km,Yes,1 Years,No,6.3 km,5.72,medium,159084
328 sqm,288 sqm,5,4,Yes,Yes,Yes,Yes,4.5km,Yes,4 Years,No,3.9 km,1.33,extra_large,284038
126 sqm,126 sqm,1,1,No,No,No,No,6.7km,No,6 Years,No,5.3 km,3.70,medium,70474
192 sqm,191 sqm,3,1,Yes,No,Yes,No,3.9km,No,18 Years,No,4.5 km,5.62,medium,103359
348 sqm,340 sqm,5,5,No,Yes,Yes,Yes,2.8km,Yes,22 Years,No,2.5 km,0.52,large,292845
294 sqm,251 sqm,5,5,Yes,Yes,Yes,Yes,1.3km,Yes,2 Years,No,4.1 km,3.81,large,259100
356 sqm,332 sqm,5,5,No,Yes,Yes,Yes,6.5km,Yes,2 Years,No,2.2 km,2.48,large,308278
457 sqm,432 sqm,6,6,Yes,Yes,Yes,Yes,6.3km,Yes,12 Years,No,2.1 km,2.96,extra_large,364322
435 sqm,422 sqm,7,6,Yes,Yes,Yes,Yes,0.7km,Yes,11 Years,No,0.2 km,4.16,large,369328
132 sqm,124 sqm,1,2,Yes,No,No,No,6.2km,No,1 Years,No,5.9 km,5.83,extra_large,60555
288 sqm,258 sqm,4,5,Yes,Yes,No,Yes,6.8km,Yes,22 Years,No,2.2 km,0.61,extra_large,229668
129 sqm,120 sqm,2,2,No,Yes,Yes,No,1.7km,Yes,10 Years,No,1.2 km,2.19,large,116118
264 sqm,256 sqm,4,3,No,Yes,Yes,Yes,1.7km,Yes,11 Years,No,0.7 km,3.32,extra_large,219455
175 sqm,154 sqm,2,1,No,Yes,No,No,0.9km,Yes,19 Years,No,3.6 km,2.07,large,145499
210 sqm,188 sqm,3,1,No,Yes,No,Yes,6.8km,No,7 Years,No,4.5 km,3.79,medium,154474
578 sqm,559 sqm,7,8,Yes,Yes,Yes,Yes,1.3km,Yes,13 Years,No,0.7 km,2.33,extra_large,462226
345 sqm,334 sqm,5,2,Yes,Yes,Yes,Yes,2.7km,Yes,1 Years,No,6.3 km,0.64,extra_large,287197
240 sqm,221 sqm,3,3,Yes,Yes,No,Yes,6.3km,No,3 Years,No,0.8 km,1.85,large,188341
198 sqm,169 sqm,4,4,Yes,Yes,Yes,Yes,2.4km,Yes,9 Years,No,4.5 km,5.90,extra_large,161540
161 sqm,150 sqm,2,3,No,Yes,Yes,No,0.7km,No,2 Years,No,6.8 km,0.54,medium,133670
239 sqm,204 sqm,5,4,Yes,Yes,Yes,Yes,5.4km,Yes,19 Years,No,4.6 km,1.48,large,216126
177 sqm,165 sqm,2,1,No,Yes,No,No,0.7km,No,15 Years,No,3.7 km,5.07,large,117793
272 sqm,252 sqm,4,3,Yes,Yes,Yes,Yes,0.4km,No,13 Years,No,5.4 km,2.56,medium,216932
175 sqm,163 sqm,3,2,Yes,Yes,No,No,2.5km,No,7 Years,No,4.3 km,5.17,extra_large,113635
269 sqm,239 sqm,4,2,Yes,Yes,No,Yes,3.8km,Yes,1 Years,No,2.8 km,2.25,extra_large,225638
116 sqm,110 sqm,1,1,Yes,No,No,No,3.2km,Yes,7 Years,No,5.7 km,2.41,extra_large,83267
167 sqm,148 sqm,3,3,Yes,No,No,No,0.3km,No,18 Years,No,2.3 km,5.38,extra_large,103161
160 sqm,138 sqm,2,3,No,Yes,No,Yes,1.2km,Yes,20 Years,No,1.5 km,5.29,large,128835
219 sqm,194 sqm,4,5,Yes,Yes,No,Yes,0.1km,Yes,11 Years,No,5.2 km,2.08,medium,201415
548 sqm,491 sqm,7,5,Yes,Yes,Yes,Yes,0.8km,Yes,12 Years,No,0.2 km,4.23,large,434778
214 sqm,209 sqm,3,2,Yes,No,Yes,No,6.1km,Yes,7 Years,No,0.1 km,2.11,medium,167094
284 sqm,246 sqm,4,3,Yes,Yes,Yes,Yes,2.6km,No,12 Years,No,3.5 km,1.59,extra_large,224349
122 sqm,111 sqm,1,1,Yes,No,No,No,5.2km,No,11 Years,No,6.4 km,5.02,extra_large,61005
184 sqm,160 sqm,3,3,Yes,Yes,No,Yes,3.9km,Yes,17 Years,No,6.3 km,2.25,medium,150865
178 sqm,153 sqm,2,1,No,Yes,No,No,3.7km,Yes,21 Years,No,6.5 km,1.67,large,129186
259 sqm,247 sqm,4,4,Yes,Yes,No,Yes,5.4km,No,5 Years,No,0.6 km,3.45,extra_large,187421
146 sqm,131 sqm,1,2,No,No,No,No,3.1km,No,16 Years,No,4.9 km,0.40,extra_large,99269
301 sqm,266 sqm,4,3,Yes,Yes,No,Yes,0.1km,No,2 Years,No,0.6 km,0.98,extra_large,253302
262 sqm,251 sqm,4,2,Yes,Yes,No,Yes,3.8km,Yes,2 Years,No,3.3 km,1.86,extra_large,217311
265 sqm,226 sqm,4,2,Yes,Yes,Yes,Yes,5.7km,Yes,5 Years,No,2.7 km,4.43,extra_large,211405
293 sqm,258 sqm,4,3,Yes,Yes,Yes,No,3.7km,No,3 Years,No,5.5 km,2.61,large,211627
237 sqm,207 sqm,5,4,Yes,Yes,Yes,Yes,5.4km,Yes,16 Years,No,1.3 km,4.23,large,188706
315 sqm,309 sqm,5,2,Yes,Yes,Yes,Yes,3.4km,Yes,14 Years,No,2.5 km,4.85,large,257898
169 sqm,152 sqm,3,1,No,Yes,No,Yes,4.7km,Yes,13 Years,No,2.2 km,0.43,medium,152107
207 sqm,201 sqm,3,2,Yes,Yes,No,Yes,2.1km,Yes,16 Years,No,2.8 km,5.70,extra_large,160042
303 sqm,270 sqm,4,5,Yes,Yes,Yes,Yes,5.7km,Yes,19 Years,No,0.7 km,5.64,large,230600
149 sqm,136 sqm,1,2,No,Yes,No,No,1.6km,No,17 Years,No,5.2 km,2.93,large,102387
156 sqm,144 sqm,2,3,No,Yes,No,Yes,6.2km,No,7 Years,No,3.4 km,0.29,medium,122437
217 sqm,215 sqm,4,2,Yes,Yes,Yes,Yes,2.2km,No,18 Years,No,0.4 km,3.77,extra_large,162750
271 sqm,257 sqm,4,3,No,Yes,Yes,Yes,1.2km,Yes,2 Years,No,0.7 km,4.69,extra_large,229333
556 sqm,472 sqm,8,5,Yes,Yes,Yes,Yes,0.8km,Yes,5 Years,No,1.6 km,0.07,large,487202
217 sqm,198 sqm,4,3,Yes,Yes,Yes,Yes,5.2km,No,4 Years,No,4.9 km,5.08,medium,162343
138 sqm,121 sqm,2,2,Yes,Yes,No,Yes,5.7km,Yes,8 Years,No,2.9 km,0.21,large,131764
202 sqm,176 sqm,4,5,Yes,Yes,Yes,Yes,6.9km,Yes,7 Years,No,5.4 km,0.11,medium,185731
236 sqm,202 sqm,3,1,Yes,Yes,Yes,No,4.9km,No,21 Years,No,5.7 km,0.40,extra_large,174832
459 sqm,432 sqm,7,5,Yes,Yes,Yes,Yes,6.4km,Yes,13 Years,Yes,5.5 km,4.19,large,414339
139 sqm,133 sqm,2,1,No,Yes,No,No,3.9km,No,21 Years,No,1.6 km,3.36,large,87916
